servicedate,line,estimated_boardings
2025-10-22,Franklin/Foxboro,9099
2025-10-22,Lowell,8397
2025-10-22,Haverhill,5712
2025-10-22,Kingston,5847
2025-10-22,Needham,4689
2025-10-22,Fitchburg,6977
2025-10-22,Greenbush,4666
2025-10-22,Fairmount,3078
2025-10-22,Fall River/New Bedford,10955
2025-10-23,Providence/Stoughton,21553
2025-10-23,Newburyport/Rockport,12280
2025-10-23,Framingham/Worcester,13112
2025-10-23,Franklin/Foxboro,9967
2025-10-23,Lowell,7716
2025-10-23,Haverhill,5375
2025-10-23,Kingston,6066
2025-10-23,Needham,5183
2025-10-23,Fitchburg,6975
2025-10-23,Greenbush,4641
2025-10-23,Fairmount,2553
2025-10-23,Fall River/New Bedford,10763
2025-10-24,Providence/Stoughton,18947
2025-10-24,Newburyport/Rockport,13520
2025-10-24,Framingham/Worcester,13306
2025-10-24,Franklin/Foxboro,7692
2025-10-24,Lowell,7049
2025-10-24,Haverhill,4636
2025-10-24,Kingston,4509
2025-10-24,Needham,4092
2025-10-24,Fitchburg,5905
2025-10-24,Greenbush,3165
2025-10-24,Fairmount,2514
2025-10-24,Fall River/New Bedford,10599
2025-10-25,Providence/Stoughton,7737
2025-10-25,Newburyport/Rockport,17396
2025-10-25,Framingham/Worcester,6132
2025-10-25,Franklin/Foxboro,2584
2025-10-25,Lowell,2554
2025-10-25,Haverhill,1906
2025-10-25,Kingston,842
2025-10-25,Needham,1231
2025-10-25,Fitchburg,3771
2025-10-25,Greenbush,730
2025-10-25,Fairmount,458
2025-10-25,Fall River/New Bedford,2812
2025-10-26,Providence/Stoughton,6825
2025-10-26,Newburyport/Rockport,13712
2025-10-26,Framingham/Worcester,4702
2025-10-26,Franklin/Foxboro,2390
2025-10-26,Lowell,2517
2025-10-26,Haverhill,1490
2025-10-26,Kingston,890
2025-10-26,Needham,1157
2025-10-26,Fitchburg,2164
2025-10-26,Greenbush,655
2025-10-26,Fairmount,458
2025-10-26,Fall River/New Bedford,2005
2025-10-27,Providence/Stoughton,24238
2025-10-27,Newburyport/Rockport,14496
2025-10-27,Framingham/Worcester,15189
2025-10-27,Franklin/Foxboro,9448
2025-10-27,Lowell,8712
2025-10-27,Haverhill,6094
2025-10-27,Kingston,6539
2025-10-27,Needham,5240
2025-10-27,Fitchburg,7094
2025-10-27,Greenbush,5079
2025-10-27,Fairmount,3005
2025-10-27,Fall River/New Bedford,8944
2025-10-28,Providence/Stoughton,24925
2025-10-28,Newburyport/Rockport,15493
2025-10-28,Framingham/Worcester,15977
2025-10-28,Franklin/Foxboro,9695
2025-10-28,Lowell,9145
2025-10-28,Haverhill,6757
2025-10-28,Kingston,6214
2025-10-28,Needham,5903
2025-10-28,Fitchburg,7324
2025-10-28,Greenbush,6016
2025-10-28,Fairmount,2944
2025-10-28,Fall River/New Bedford,10040
2025-10-29,Providence/Stoughton,24657
2025-10-29,Newburyport/Rockport,15897
2025-10-29,Framingham/Worcester,16674
2025-10-29,Franklin/Foxboro,10056
2025-10-29,Lowell,9316
2025-10-29,Haverhill,7056
2025-10-29,Kingston,5827
2025-10-29,Needham,6051
2025-10-29,Fitchburg,7569
2025-10-29,Greenbush,5223
2025-10-29,Fairmount,2778
2025-10-29,Fall River/New Bedford,9316
2025-10-30,Providence/Stoughton,23918
2025-10-30,Newburyport/Rockport,17298
2025-10-30,Framingham/Worcester,16750
2025-10-30,Franklin/Foxboro,9472
2025-10-30,Lowell,8853
2025-10-30,Haverhill,6637
2025-10-30,Kingston,5876
2025-10-30,Needham,5678
2025-10-30,Fitchburg,7204
2025-10-30,Greenbush,3823
2025-10-30,Fairmount,2950
2025-10-30,Fall River/New Bedford,10110
2025-10-31,Providence/Stoughton,21926
2025-10-31,Newburyport/Rockport,19012
2025-10-31,Framingham/Worcester,12116
2025-10-31,Franklin/Foxboro,7454
2025-10-31,Lowell,8197
2025-10-31,Haverhill,6349
2025-10-31,Kingston,5562
2025-10-31,Needham,4961
2025-10-31,Fitchburg,6244
2025-10-31,Greenbush,4872
2025-10-31,Fairmount,2560
2025-10-31,Fall River/New Bedford,9017
2025-11-01,Providence/Stoughton,8501
2025-11-01,Newburyport/Rockport,15783
2025-11-01,Framingham/Worcester,4295
2025-11-01,Franklin/Foxboro,2341
2025-11-01,Lowell,3620
2025-11-01,Haverhill,1650
2025-11-01,Kingston,1338
2025-11-01,Needham,1236
2025-11-01,Fitchburg,2735
2025-11-01,Greenbush,717
2025-11-01,Fairmount,478
2025-11-01,Fall River/New Bedford,4955
2025-11-02,Providence/Stoughton,10005
2025-11-02,Newburyport/Rockport,11331
2025-11-02,Framingham/Worcester,3046
2025-11-02,Franklin/Foxboro,2076
2025-11-02,Lowell,2605
2025-11-02,Haverhill,1878
2025-11-02,Kingston,1271
2025-11-02,Needham,1144
2025-11-02,Fitchburg,2588
2025-11-02,Greenbush,760
2025-11-02,Fairmount,466
2025-11-02,Fall River/New Bedford,4732
2025-11-03,Providence/Stoughton,22855
2025-11-03,Newburyport/Rockport,13842
2025-11-03,Framingham/Worcester,14656
2025-11-03,Franklin/Foxboro,9622
2025-11-03,Lowell,8723
2025-11-03,Haverhill,6301
2025-11-03,Kingston,5541
2025-11-03,Needham,5166
2025-11-03,Fitchburg,6590
2025-11-03,Greenbush,4525
2025-11-03,Fairmount,2894
2025-11-03,Fall River/New Bedford,9821
2025-11-04,Providence/Stoughton,24648
2025-11-04,Newburyport/Rockport,13774
2025-11-04,Framingham/Worcester,16985
2025-11-04,Franklin/Foxboro,9689
2025-11-04,Lowell,8876
2025-11-04,Haverhill,6879
2025-11-04,Kingston,5822
2025-11-04,Needham,5862
2025-11-04,Fitchburg,7106
2025-11-04,Greenbush,4406
2025-11-04,Fairmount,2984
2025-11-04,Fall River/New Bedford,9911
2025-11-05,Providence/Stoughton,25381
2025-11-05,Newburyport/Rockport,13847
2025-11-05,Framingham/Worcester,15809
2025-11-05,Franklin/Foxboro,10338
2025-11-05,Lowell,8819
2025-11-05,Haverhill,6810
2025-11-05,Kingston,6107
2025-11-05,Needham,6110
2025-11-05,Fitchburg,7206
2025-11-05,Greenbush,4959
2025-11-05,Fairmount,2473
2025-11-05,Fall River/New Bedford,9315
2025-11-06,Providence/Stoughton,24702
2025-11-06,Newburyport/Rockport,13581
2025-11-06,Framingham/Worcester,15737
2025-11-06,Franklin/Foxboro,9816
2025-11-06,Lowell,8902
2025-11-06,Haverhill,5498
2025-11-06,Kingston,6035
2025-11-06,Needham,5975
2025-11-06,Fitchburg,6536
2025-11-06,Greenbush,4901
2025-11-06,Fairmount,2446
2025-11-06,Fall River/New Bedford,9450
2025-11-07,Providence/Stoughton,23415
2025-11-07,Newburyport/Rockport,13251
2025-11-07,Framingham/Worcester,15237
2025-11-07,Franklin/Foxboro,8716
2025-11-07,Lowell,8334
2025-11-07,Haverhill,6058
2025-11-07,Kingston,5732
2025-11-07,Needham,5430
2025-11-07,Fitchburg,5786
2025-11-07,Greenbush,3452
2025-11-07,Fairmount,2510
2025-11-07,Fall River/New Bedford,9790
2025-11-08,Providence/Stoughton,8769
2025-11-08,Newburyport/Rockport,10032
2025-11-08,Framingham/Worcester,4357
2025-11-08,Franklin/Foxboro,2356
2025-11-08,Lowell,2618
2025-11-08,Haverhill,1483
2025-11-08,Kingston,1288
2025-11-08,Needham,1151
2025-11-08,Fitchburg,2519
2025-11-08,Greenbush,864
2025-11-08,Fairmount,423
2025-11-08,Fall River/New Bedford,4163
2025-11-09,Providence/Stoughton,8531
2025-11-09,Newburyport/Rockport,8577
2025-11-09,Framingham/Worcester,5718
2025-11-09,Franklin/Foxboro,1889
2025-11-09,Lowell,2673
2025-11-09,Haverhill,1557
2025-11-09,Kingston,1189
2025-11-09,Needham,1094
2025-11-09,Fitchburg,2603
2025-11-09,Greenbush,734
2025-11-09,Fairmount,467
2025-11-09,Fall River/New Bedford,4468
2025-11-10,Providence/Stoughton,22917
2025-11-10,Newburyport/Rockport,13332
2025-11-10,Framingham/Worcester,14302
2025-11-10,Franklin/Foxboro,9303
2025-11-10,Lowell,8659
2025-11-10,Haverhill,6422
2025-11-10,Kingston,5516
2025-11-10,Needham,5308
2025-11-10,Fitchburg,6681
2025-11-10,Greenbush,5264
2025-11-10,Fairmount,2984
2025-11-10,Fall River/New Bedford,9892
2025-11-11,Providence/Stoughton,22242
2025-11-11,Newburyport/Rockport,13390
2025-11-11,Framingham/Worcester,14630
2025-11-11,Franklin/Foxboro,8501
2025-11-11,Lowell,8438
2025-11-11,Haverhill,6249
2025-11-11,Kingston,4971
2025-11-11,Needham,5404
2025-11-11,Fitchburg,6083
2025-11-11,Greenbush,3974
2025-11-11,Fairmount,2427
2025-11-11,Fall River/New Bedford,9098
2025-11-12,Providence/Stoughton,24298
2025-11-12,Newburyport/Rockport,13485
2025-11-12,Framingham/Worcester,16115
2025-11-12,Franklin/Foxboro,10298
2025-11-12,Lowell,8747
2025-11-12,Haverhill,6352
2025-11-12,Kingston,6125
2025-11-12,Needham,6092
2025-11-12,Fitchburg,6981
2025-11-12,Greenbush,5659
2025-11-12,Fairmount,2491
2025-11-12,Fall River/New Bedford,10149
2025-11-13,Providence/Stoughton,24898
2025-11-13,Newburyport/Rockport,12725
2025-11-13,Framingham/Worcester,15496
2025-11-13,Franklin/Foxboro,11153
2025-11-13,Lowell,8127
2025-11-13,Haverhill,6271
2025-11-13,Kingston,5710
2025-11-13,Needham,6245
2025-11-13,Fitchburg,7106
2025-11-13,Greenbush,5906
2025-11-13,Fairmount,2574
2025-11-13,Fall River/New Bedford,10011
2025-11-14,Providence/Stoughton,23524
2025-11-14,Newburyport/Rockport,12416
2025-11-14,Framingham/Worcester,14368
2025-11-14,Franklin/Foxboro,9141
2025-11-14,Lowell,8024
2025-11-14,Haverhill,5787
2025-11-14,Kingston,5216
2025-11-14,Needham,5301
2025-11-14,Fitchburg,6808
2025-11-14,Greenbush,3531
2025-11-14,Fairmount,2397
2025-11-14,Fall River/New Bedford,9850
2025-11-15,Providence/Stoughton,9450
2025-11-15,Newburyport/Rockport,9531
2025-11-15,Framingham/Worcester,5281
2025-11-15,Franklin/Foxboro,2490
2025-11-15,Lowell,2553
2025-11-15,Haverhill,1677
2025-11-15,Kingston,1282
2025-11-15,Needham,1124
2025-11-15,Fitchburg,2293
2025-11-15,Greenbush,752
2025-11-15,Fairmount,490
2025-11-15,Fall River/New Bedford,4525
2025-11-16,Providence/Stoughton,8974
2025-11-16,Newburyport/Rockport,7509
2025-11-16,Framingham/Worcester,5118
2025-11-16,Franklin/Foxboro,2034
2025-11-16,Lowell,2589
2025-11-16,Haverhill,1817
2025-11-16,Kingston,1201
2025-11-16,Needham,1124
2025-11-16,Fitchburg,2212
2025-11-16,Greenbush,640
2025-11-16,Fairmount,466
2025-11-16,Fall River/New Bedford,4339
2025-11-17,Providence/Stoughton,23755
2025-11-17,Newburyport/Rockport,13210
2025-11-17,Framingham/Worcester,14746
2025-11-17,Franklin/Foxboro,9151
2025-11-17,Lowell,8872
2025-11-17,Haverhill,6145
2025-11-17,Kingston,6532
2025-11-17,Needham,5414
2025-11-17,Fitchburg,6649
2025-11-17,Greenbush,6390
2025-11-17,Fairmount,2532
2025-11-17,Fall River/New Bedford,10501
2025-11-18,Providence/Stoughton,25097
2025-11-18,Newburyport/Rockport,13190
2025-11-18,Framingham/Worcester,15467
2025-11-18,Franklin/Foxboro,10079
2025-11-18,Lowell,8381
2025-11-18,Haverhill,6385
2025-11-18,Kingston,6948
2025-11-18,Needham,6156
2025-11-18,Fitchburg,7252
2025-11-18,Greenbush,6559
2025-11-18,Fairmount,2614
2025-11-18,Fall River/New Bedford,10644
2025-11-19,Providence/Stoughton,24605
2025-11-19,Newburyport/Rockport,12682
2025-11-19,Framingham/Worcester,15758
2025-11-19,Franklin/Foxboro,9476
2025-11-19,Lowell,8932
2025-11-19,Haverhill,6550
2025-11-19,Kingston,7133
2025-11-19,Needham,6107
2025-11-19,Fitchburg,6864
2025-11-19,Greenbush,5679
2025-11-19,Fairmount,2377
2025-11-19,Fall River/New Bedford,10685
2025-11-20,Providence/Stoughton,24257
2025-11-20,Newburyport/Rockport,13451
2025-11-20,Framingham/Worcester,15600
2025-11-20,Franklin/Foxboro,9754
2025-11-20,Lowell,8709
2025-11-20,Haverhill,6080
2025-11-20,Kingston,6727
2025-11-20,Needham,6121
2025-11-20,Fitchburg,6879
2025-11-20,Greenbush,6860
2025-11-20,Fairmount,2629
2025-11-20,Fall River/New Bedford,10239
2025-11-21,Providence/Stoughton,23103
2025-11-21,Newburyport/Rockport,13056
2025-11-21,Framingham/Worcester,14790
2025-11-21,Franklin/Foxboro,8357
2025-11-21,Lowell,8214
2025-11-21,Haverhill,6013
2025-11-21,Kingston,5850
2025-11-21,Needham,5705
2025-11-21,Fitchburg,6251
2025-11-21,Greenbush,4735
2025-11-21,Fairmount,2393
2025-11-21,Fall River/New Bedford,10301
2025-11-22,Providence/Stoughton,9064
2025-11-22,Newburyport/Rockport,8222
2025-11-22,Framingham/Worcester,5620
2025-11-22,Franklin/Foxboro,2069
2025-11-22,Lowell,2806
2025-11-22,Haverhill,2150
2025-11-22,Kingston,1504
2025-11-22,Needham,1124
2025-11-22,Fitchburg,2832
2025-11-22,Greenbush,1025
2025-11-22,Fairmount,457
2025-11-22,Fall River/New Bedford,5063
2025-11-23,Providence/Stoughton,8663
2025-11-23,Newburyport/Rockport,8612
2025-11-23,Framingham/Worcester,5424
2025-11-23,Franklin/Foxboro,1972
2025-11-23,Lowell,2320
2025-11-23,Haverhill,1481
2025-11-23,Kingston,1214
2025-11-23,Needham,1064
2025-11-23,Fitchburg,2465
2025-11-23,Greenbush,875
2025-11-23,Fairmount,427
2025-11-23,Fall River/New Bedford,5078
2025-11-24,Providence/Stoughton,23409
2025-11-24,Newburyport/Rockport,13221
2025-11-24,Framingham/Worcester,14677
2025-11-24,Franklin/Foxboro,9597
2025-11-24,Lowell,8455
2025-11-24,Haverhill,6184
2025-11-24,Kingston,5898
2025-11-24,Needham,5622
2025-11-24,Fitchburg,6550
2025-11-24,Greenbush,4976
2025-11-24,Fairmount,2475
2025-11-24,Fall River/New Bedford,9635
2025-11-25,Providence/Stoughton,23794
2025-11-25,Newburyport/Rockport,13368
2025-11-25,Framingham/Worcester,16187
2025-11-25,Franklin/Foxboro,9637
2025-11-25,Lowell,8123
2025-11-25,Haverhill,6302
2025-11-25,Kingston,5324
2025-11-25,Needham,5715
2025-11-25,Fitchburg,7024
2025-11-25,Greenbush,4595
2025-11-25,Fairmount,2512
2025-11-25,Fall River/New Bedford,9722
2025-11-26,Providence/Stoughton,21975
2025-11-26,Newburyport/Rockport,13089
2025-11-26,Framingham/Worcester,14095
2025-11-26,Franklin/Foxboro,8206
2025-11-26,Lowell,7951
2025-11-26,Haverhill,6183
2025-11-26,Kingston,6350
2025-11-26,Needham,4760
2025-11-26,Fitchburg,7160
2025-11-26,Greenbush,4394
2025-11-26,Fairmount,2111
2025-11-26,Fall River/New Bedford,9146
2025-11-27,Providence/Stoughton,7061
2025-11-27,Newburyport/Rockport,5949
2025-11-27,Framingham/Worcester,4947
2025-11-27,Franklin/Foxboro,1849
2025-11-27,Lowell,2291
2025-11-27,Haverhill,1589
2025-11-27,Kingston,1264
2025-11-27,Needham,1010
2025-11-27,Fitchburg,2721
2025-11-27,Greenbush,692
2025-11-27,Fairmount,421
2025-11-27,Fall River/New Bedford,4314
2025-11-28,Providence/Stoughton,20220
2025-11-28,Newburyport/Rockport,11030
2025-11-28,Framingham/Worcester,11510
2025-11-28,Franklin/Foxboro,5660
2025-11-28,Lowell,6552
2025-11-28,Haverhill,5388
2025-11-28,Kingston,4933
2025-11-28,Needham,4140
2025-11-28,Fitchburg,5279
2025-11-28,Greenbush,3914
2025-11-28,Fairmount,1913
2025-11-28,Fall River/New Bedford,9290
2025-11-29,Providence/Stoughton,8903
2025-11-29,Newburyport/Rockport,9291
2025-11-29,Framingham/Worcester,5585
2025-11-29,Franklin/Foxboro,2261
2025-11-29,Lowell,2881
2025-11-29,Haverhill,1592
2025-11-29,Kingston,1271
2025-11-29,Needham,1155
2025-11-29,Fitchburg,2483
2025-11-29,Greenbush,687
2025-11-29,Fairmount,447
2025-11-29,Fall River/New Bedford,4572
2025-11-30,Providence/Stoughton,8617
2025-11-30,Newburyport/Rockport,7647
2025-11-30,Framingham/Worcester,5623
2025-11-30,Franklin/Foxboro,2194
2025-11-30,Lowell,2438
2025-11-30,Haverhill,1574
2025-11-30,Kingston,1175
2025-11-30,Needham,1192
2025-11-30,Fitchburg,2338
2025-11-30,Greenbush,692
2025-11-30,Fairmount,457
2025-11-30,Fall River/New Bedford,4063
2025-12-01,Providence/Stoughton,23722
2025-12-01,Newburyport/Rockport,11735
2025-12-01,Framingham/Worcester,14294
2025-12-01,Franklin/Foxboro,10372
2025-12-01,Lowell,7970
2025-12-01,Haverhill,6193
2025-12-01,Kingston,5657
2025-12-01,Needham,5373
2025-12-01,Fitchburg,6782
2025-12-01,Greenbush,4479
2025-12-01,Fairmount,3593
2025-12-01,Fall River/New Bedford,9415
2025-12-02,Providence/Stoughton,24500
2025-12-02,Newburyport/Rockport,12760
2025-12-02,Framingham/Worcester,15271
2025-12-02,Franklin/Foxboro,9291
2025-12-02,Lowell,7770
2025-12-02,Haverhill,6343
2025-12-02,Kingston,6088
2025-12-02,Needham,5912
2025-12-02,Fitchburg,6201
2025-12-02,Greenbush,5907
2025-12-02,Fairmount,3012
2025-12-02,Fall River/New Bedford,9756
2025-12-03,Providence/Stoughton,25033
2025-12-03,Newburyport/Rockport,13368
2025-12-03,Framingham/Worcester,15304
2025-12-03,Franklin/Foxboro,9744
2025-12-03,Lowell,8280
2025-12-03,Haverhill,6489
2025-12-03,Kingston,5861
2025-12-03,Needham,5673
2025-12-03,Fitchburg,7010
2025-12-03,Greenbush,5515
2025-12-03,Fairmount,4180
2025-12-03,Fall River/New Bedford,9940
2025-12-04,Providence/Stoughton,24173
2025-12-04,Newburyport/Rockport,13269
2025-12-04,Framingham/Worcester,15575
2025-12-04,Franklin/Foxboro,9542
2025-12-04,Lowell,8215
2025-12-04,Haverhill,7013
2025-12-04,Kingston,5653
2025-12-04,Needham,5653
2025-12-04,Fitchburg,7009
2025-12-04,Greenbush,5674
2025-12-04,Fairmount,3471
2025-12-04,Fall River/New Bedford,9755
2025-12-05,Providence/Stoughton,23314
2025-12-05,Newburyport/Rockport,12422
2025-12-05,Framingham/Worcester,14678
2025-12-05,Franklin/Foxboro,9495
2025-12-05,Lowell,7581
2025-12-05,Haverhill,6366
2025-12-05,Kingston,4823
2025-12-05,Needham,5319
2025-12-05,Fitchburg,6097
2025-12-05,Greenbush,4267
2025-12-05,Fairmount,3152
2025-12-05,Fall River/New Bedford,9542
2025-12-06,Providence/Stoughton,9107
2025-12-06,Newburyport/Rockport,8677
2025-12-06,Framingham/Worcester,6170
2025-12-06,Franklin/Foxboro,2508
2025-12-06,Lowell,2874
2025-12-06,Haverhill,1516
2025-12-06,Kingston,1263
2025-12-06,Needham,1269
2025-12-06,Fitchburg,2815
2025-12-06,Greenbush,859
2025-12-06,Fairmount,1208
2025-12-06,Fall River/New Bedford,4452
2025-12-07,Providence/Stoughton,7997
2025-12-07,Newburyport/Rockport,7324
2025-12-07,Framingham/Worcester,5456
2025-12-07,Franklin/Foxboro,2084
2025-12-07,Lowell,2649
2025-12-07,Haverhill,1650
2025-12-07,Kingston,1333
2025-12-07,Needham,1045
2025-12-07,Fitchburg,2719
2025-12-07,Greenbush,677
2025-12-07,Fairmount,1241
2025-12-07,Fall River/New Bedford,4552
2025-12-08,Providence/Stoughton,24032
2025-12-08,Newburyport/Rockport,12893
2025-12-08,Framingham/Worcester,14603
2025-12-08,Franklin/Foxboro,9241
2025-12-08,Lowell,7889
2025-12-08,Haverhill,6044
2025-12-08,Kingston,6136
2025-12-08,Needham,5159
2025-12-08,Fitchburg,6502
2025-12-08,Greenbush,4834
2025-12-08,Fairmount,3605
2025-12-08,Fall River/New Bedford,9945
2025-12-09,Providence/Stoughton,25053
2025-12-09,Newburyport/Rockport,12405
2025-12-09,Framingham/Worcester,15910
2025-12-09,Franklin/Foxboro,9625
2025-12-09,Lowell,7632
2025-12-09,Haverhill,6408
2025-12-09,Kingston,6615
2025-12-09,Needham,5993
2025-12-09,Fitchburg,6371
2025-12-09,Greenbush,4405
2025-12-09,Fairmount,3665
2025-12-09,Fall River/New Bedford,10088
2025-12-10,Providence/Stoughton,24804
2025-12-10,Newburyport/Rockport,12606
2025-12-10,Framingham/Worcester,15596
2025-12-10,Franklin/Foxboro,9870
2025-12-10,Lowell,8397
2025-12-10,Haverhill,6395
2025-12-10,Kingston,6025
2025-12-10,Needham,5611
2025-12-10,Fitchburg,6748
2025-12-10,Greenbush,5085
2025-12-10,Fairmount,3478
2025-12-10,Fall River/New Bedford,10169
2025-12-11,Providence/Stoughton,24173
2025-12-11,Newburyport/Rockport,12965
2025-12-11,Framingham/Worcester,15825
2025-12-11,Franklin/Foxboro,9769
2025-12-11,Lowell,8272
2025-12-11,Haverhill,6774
2025-12-11,Kingston,5840
2025-12-11,Needham,5076
2025-12-11,Fitchburg,6726
2025-12-11,Greenbush,5026
2025-12-11,Fairmount,3971
2025-12-11,Fall River/New Bedford,10016
2025-12-12,Providence/Stoughton,23034
2025-12-12,Newburyport/Rockport,12278
2025-12-12,Framingham/Worcester,13964
2025-12-12,Franklin/Foxboro,8079
2025-12-12,Lowell,7539
2025-12-12,Haverhill,6303
2025-12-12,Kingston,4884
2025-12-12,Needham,5100
2025-12-12,Fitchburg,5768
2025-12-12,Greenbush,5040
2025-12-12,Fairmount,3552
2025-12-12,Fall River/New Bedford,9548
2025-12-13,Providence/Stoughton,9699
2025-12-13,Newburyport/Rockport,7821
2025-12-13,Framingham/Worcester,5975
2025-12-13,Franklin/Foxboro,2408
2025-12-13,Lowell,2678
2025-12-13,Haverhill,1705
2025-12-13,Kingston,1239
2025-12-13,Needham,1114
2025-12-13,Fitchburg,2770
2025-12-13,Greenbush,616
2025-12-13,Fairmount,1169
2025-12-13,Fall River/New Bedford,4269
2025-12-14,Providence/Stoughton,8593
2025-12-14,Newburyport/Rockport,6912
2025-12-14,Framingham/Worcester,4930
2025-12-14,Franklin/Foxboro,1874
2025-12-14,Lowell,2337
2025-12-14,Haverhill,1535
2025-12-14,Kingston,1207
2025-12-14,Needham,966
2025-12-14,Fitchburg,2491
2025-12-14,Greenbush,624
2025-12-14,Fairmount,1165
2025-12-14,Fall River/New Bedford,4286
2025-12-15,Providence/Stoughton,22922
2025-12-15,Newburyport/Rockport,12197
2025-12-15,Framingham/Worcester,14072
2025-12-15,Franklin/Foxboro,7640
2025-12-15,Lowell,8070
2025-12-15,Haverhill,5971
2025-12-15,Kingston,5628
2025-12-15,Needham,5602
2025-12-15,Fitchburg,6167
2025-12-15,Greenbush,5969
2025-12-15,Fairmount,3782
2025-12-15,Fall River/New Bedford,9349
2025-12-16,Providence/Stoughton,24818
2025-12-16,Newburyport/Rockport,13412
2025-12-16,Framingham/Worcester,16113
2025-12-16,Franklin/Foxboro,8847
2025-12-16,Lowell,7839
2025-12-16,Haverhill,6902
2025-12-16,Kingston,6126
2025-12-16,Needham,5931
2025-12-16,Fitchburg,6700
2025-12-16,Greenbush,6130
2025-12-16,Fairmount,4257
2025-12-16,Fall River/New Bedford,9657
2025-12-17,Providence/Stoughton,24626
2025-12-17,Newburyport/Rockport,13215
2025-12-17,Framingham/Worcester,16163
2025-12-17,Franklin/Foxboro,9715
2025-12-17,Lowell,7696
2025-12-17,Haverhill,5806
2025-12-17,Kingston,5880
2025-12-17,Needham,5204
2025-12-17,Fitchburg,6428
2025-12-17,Greenbush,6307
2025-12-17,Fairmount,3753
2025-12-17,Fall River/New Bedford,10052
2025-12-18,Providence/Stoughton,25204
2025-12-18,Newburyport/Rockport,13113
2025-12-18,Framingham/Worcester,16756
2025-12-18,Franklin/Foxboro,9569
2025-12-18,Lowell,8785
2025-12-18,Haverhill,6426
2025-12-18,Kingston,5608
2025-12-18,Needham,6066
2025-12-18,Fitchburg,6586
2025-12-18,Greenbush,4900
2025-12-18,Fairmount,4092
2025-12-18,Fall River/New Bedford,9879
2025-12-19,Providence/Stoughton,23072
2025-12-19,Newburyport/Rockport,11293
2025-12-19,Framingham/Worcester,14856
2025-12-19,Franklin/Foxboro,7756
2025-12-19,Lowell,7152
2025-12-19,Haverhill,5969
2025-12-19,Kingston,5053
2025-12-19,Needham,5385
2025-12-19,Fitchburg,5971
